,Bad_indexes
68280,74341
68281,74342
68282,74343
68283,74344
68284,74345
68285,74346
68286,74347
68287,74348
68288,74349
68289,74350
68290,74351
68291,74352
68292,74353
68293,74354
68294,74355
68295,74356
68296,74357
68297,74358
68298,74359
68299,74360
68300,74361
68301,74362
68302,74363
68303,74364
68304,74365
68305,74366
68306,74367
68307,74368
68308,74369
68309,74372
68310,74373
68311,74374
68312,74375
68313,74376
68314,74377
68315,74379
68316,74380
68317,74381
68318,74382
68319,74383
68320,74384
68321,74385
68322,74386
68323,74387
68324,74388
68325,74389
68326,74390
68327,74391
68328,74392
68329,74393
68330,74394
68331,74396
68332,74397
68333,74398
68334,74399
68335,74400
68336,74401
68337,74402
68338,74403
68339,74404
68340,74405
68341,74406
68342,74407
68343,74408
68344,74409
68345,74410
68346,74411
68347,74412
68348,74413
68349,74414
68350,74415
68351,74416
68352,74417
68353,74418
68354,74419
68355,74420
68356,74421
68357,74422
68358,74423
68359,74424
68360,74425
68361,74426
68362,74427
68363,74428
68364,74429
68365,74430
68366,74431
68367,74432
68368,74434
68369,74435
68370,74436
68371,74437
68372,74438
68373,74439
68374,74440
68375,74441
68376,74442
68377,74443
68378,74444
68379,74445
68380,74446
68381,74447
68382,74448
68383,74449
68384,74450
68385,74451
68386,74452
68387,74453
68388,74454
68389,74455
68390,74456
68391,74457
68392,74458
68393,74461
68394,74462
68395,74463
68396,74464
68397,74465
68398,74466
68399,74467
68400,74468
68401,74469
68402,74470
68403,74471
68404,74472
68405,74473
68406,74474
68407,74476
68408,74477
68409,74478
68410,74479
68411,74480
68412,74481
68413,74482
68414,74483
68415,74484
68416,74485
68417,74486
68418,74487
68419,74488
68420,74489
68421,74490
68422,74491
68423,74492
68424,74493
68425,74494
68426,74495
68427,74496
68428,74497
68429,74498
68430,74499
68431,74500
68432,74501
68433,74502
68434,74503
68435,74504
68436,74505
68437,74506
68438,74507
68439,74508
68440,74509
68441,74510
68442,74511
68443,74512
68444,74513
68445,74514
68446,74515
68447,74516
68448,74517
68449,74518
68450,74519
68451,74520
68452,74521
68453,74522
68454,74523
68455,74524
68456,74525
68457,74526
68458,74527
68459,74528
68460,74529
68461,74530
68462,74531
68463,74532
68464,74533
68465,74534
68466,74535
68467,74536
68468,74537
68469,74538
68470,74539
68471,74540
68472,74541
68473,74542
68474,74544
68475,74545
68476,74546
68477,74547
68478,74548
68479,74549
68480,74550
68481,74551
68482,74552
68483,74553
68484,74554
68485,74555
68486,74557
68487,74558
68488,74559
68489,74560
68490,74561
68491,74563
68492,74564
68493,74565
68494,74566
68495,74567
68496,74568
68497,74569
68498,74570
68499,74571
68500,74572
68501,74573
68502,74574
68503,74575
68504,74576
68505,74577
68506,74578
68507,74579
68508,74581
68509,74582
68510,74583
68511,74584
68512,74585
68513,74586
68514,74588
68515,74589
68516,74590
68517,74591
68518,74592
68519,74593
68520,74594
68521,74595
68522,74596
68523,74597
68524,74598
68525,74599
68526,74600
68527,74601
68528,74602
68529,74603
68530,74604
68531,74605
68532,74606
68533,74607
68534,74608
68535,74609
68536,74610
68537,74611
68538,74612
68539,74614
68540,74615
68541,74616
68542,74617
68543,74618
68544,74619
68545,74620
68546,74621
68547,74622
68548,74623
68549,74624
68550,74625
68551,74626
68552,74627
68553,74628
68554,74629
68555,74630
68556,74631
68557,74632
68558,74633
68559,74634
68560,74635
68561,74636
68562,74637
68563,74638
68564,74639
68565,74640
68566,74641
68567,74642
68568,74643
68569,74644
68570,74645
68571,74646
68572,74648
68573,74649
68574,74650
68575,74651
68576,74652
68577,74653
68578,74654
68579,74655
68580,74656
68581,74657
68582,74659
68583,74660
68584,74661
68585,74662
68586,74663
68587,74664
68588,74667
68589,74668
68590,74669
68591,74670
68592,74671
68593,74672
68594,74673
68595,74674
68596,74675
68597,74676
68598,74677
68599,74679
68600,74680
68601,74682
68602,74683
68603,74684
68604,74685
68605,74686
68606,74687
68607,74688
68608,74689
68609,74690
68610,74691
68611,74692
68612,74693
68613,74694
68614,74695
68615,74696
68616,74697
68617,74699
68618,74700
68619,74701
68620,74702
68621,74703
68622,74704
68623,74705
68624,74706
68625,74707
68626,74708
68627,74710
68628,74711
68629,74712
68630,74713
68631,74714
68632,74715
68633,74716
68634,74717
68635,74718
68636,74719
68637,74720
68638,74723
68639,74724
68640,74725
68641,74728
68642,74730
68643,74732
68644,74733
68645,74734
68646,74735
68647,74736
68648,74737
68649,74739
68650,74740
68651,74741
68652,74742
68653,74743
68654,74744
68655,74745
68656,74746
68657,74748
68658,74749
68659,74750
68660,74751
68661,74752
68662,74754
68663,74755
68664,74756
68665,74757
68666,74758
68667,74759
68668,74760
68669,74761
68670,74762
68671,74763
68672,74764
68673,74765
68674,74766
68675,74767
68676,74768
68677,74769
68678,74771
68679,74772
68680,74773
68681,74774
68682,74775
68683,74776
68684,74778
68685,74779
68686,74780
68687,74781
68688,74782
68689,74783
68690,74784
68691,74785
68692,74786
68693,74787
68694,74788
68695,74790
68696,74791
68697,74792
68698,74793
68699,74794
68700,74795
68701,74797
68702,74799
68703,74800
68704,74801
68705,74802
68706,74803
68707,74804
68708,74805
68709,74806
68710,74807
68711,74808
68712,74809
68713,74810
68714,74811
68715,74812
68716,74813
68717,74814
68718,74815
68719,74816
68720,74817
68721,74818
68722,74819
68723,74820
68724,74821
68725,74823
68726,74824
68727,74825
68728,74826
68729,74827
68730,74828
68731,74829
68732,74830
68733,74831
68734,74832
68735,74833
68736,74834
68737,74835
68738,74836
68739,74837
68740,74838
68741,74839
68742,74840
68743,74841
68744,74842
68745,74843
68746,74844
68747,74846
68748,74847
68749,74848
68750,74849
68751,74850
68752,74852
68753,74853
68754,74855
68755,74856
68756,74857
68757,74858
68758,74859
68759,74860
68760,74861
68761,74862
68762,74863
68763,74864
68764,74865
68765,74866
68766,74867
68767,74868
68768,74869
68769,74870
68770,74871
68771,74872
68772,74873
68773,74874
68774,74875
68775,74876
68776,74877
68777,74878
68778,74879
68779,74880
68780,74881
68781,74885
68782,74886
68783,74887
68784,74888
68785,74889
68786,74890
68787,74891
68788,74892
68789,74893
68790,74894
68791,74896
68792,74897
68793,74898
68794,74899
68795,74900
68796,74901
68797,74902
68798,74903
68799,74904
68800,74905
68801,74906
68802,74907
68803,74908
68804,74909
68805,74911
68806,74912
68807,74913
68808,74914
68809,74915
68810,74916
68811,74917
68812,74918
68813,74919
68814,74920
68815,74921
68816,74922
68817,74923
68818,74924
68819,74925
68820,74926
68821,74927
68822,74928
68823,74929
68824,74930
68825,74931
68826,74932
68827,74933
68828,74934
68829,74935
68830,74938
68831,74939
68832,74940
68833,74941
68834,74942
68835,74943
68836,74944
68837,74945
68838,74946
68839,74947
68840,74948
68841,74949
68842,74950
68843,74951
68844,74952
68845,74953
68846,74954
68847,74955
68848,74956
68849,74957
68850,74958
68851,74959
68852,74960
68853,74961
68854,74962
68855,74964
68856,74965
68857,74966
68858,74968
68859,74969
68860,74970
68861,74971
68862,74972
68863,74973
68864,74974
68865,74975
68866,74976
68867,74977
68868,74978
68869,74979
68870,74980
68871,74982
68872,74983
68873,74984
68874,74985
68875,74986
68876,74988
68877,74989
68878,74990
68879,74991
68880,74992
68881,74993
68882,74994
68883,74995
68884,74996
68885,74997
68886,74998
68887,74999
68888,75000
68889,75001
68890,75002
68891,75003
68892,75004
68893,75005
68894,75006
68895,75007
68896,75008
68897,75009
68898,75011
68899,75012
68900,75013
68901,75014
68902,75015
68903,75016
68904,75017
68905,75019
68906,75020
68907,75021
68908,75022
68909,75023
68910,75024
68911,75025
68912,75026
68913,75027
68914,75028
68915,75029
68916,75030
68917,75031
68918,75032
68919,75034
68920,75035
68921,75036
68922,75037
68923,75038
68924,75039
68925,75040
68926,75041
68927,75042
68928,75043
68929,75044
68930,75045
68931,75046
68932,75047
68933,75048
68934,75049
68935,75050
68936,75051
68937,75052
68938,75053
68939,75054
68940,75055
68941,75056
68942,75057
68943,75058
68944,75059
68945,75060
68946,75061
68947,75062
68948,75063
68949,75064
68950,75065
68951,75066
68952,75067
68953,75068
68954,75069
68955,75070
68956,75071
68957,75072
68958,75073
68959,75074
68960,75075
68961,75076
68962,75078
68963,75079
68964,75080
68965,75081
68966,75082
68967,75083
68968,75084
68969,75085
68970,75086
68971,75087
68972,75088
68973,75089
68974,75090
68975,75091
68976,75092
68977,75093
68978,75094
68979,75095
68980,75096
68981,75097
68982,75098
68983,75099
68984,75100
68985,75101
68986,75102
68987,75103
68988,75104
68989,75105
68990,75106
68991,75107
68992,75108
68993,75109
68994,75110
68995,75111
68996,75112
68997,75113
68998,75114
68999,75115
69000,75116
69001,75117
69002,75118
69003,75119
69004,75120
69005,75121
69006,75122
69007,75123
69008,75124
69009,75125
69010,75126
69011,75127
69012,75128
69013,75129
69014,75130
69015,75131
69016,75132
69017,75133
69018,75134
69019,75135
69020,75136
69021,75137
69022,75138
69023,75139
69024,75140
69025,75141
69026,75142
69027,75143
69028,75144
69029,75145
69030,75146
69031,75147
69032,75148
69033,75149
69034,75150
69035,75151
69036,75152
69037,75153
69038,75154
69039,75155
69040,75156
69041,75157
69042,75158
69043,75159
69044,75160
69045,75161
69046,75162
69047,75163
69048,75164
69049,75165
69050,75166
69051,75167
69052,75168
69053,75169
69054,75170
69055,75171
69056,75172
69057,75173
69058,75174
69059,75176
69060,75177
69061,75178
69062,75179
69063,75180
69064,75181
69065,75183
69066,75184
69067,75185
69068,75186
69069,75187
69070,75188
69071,75190
69072,75191
69073,75194
69074,75195
69075,75196
69076,75197
69077,75199
69078,75200
69079,75201
69080,75202
69081,75204
69082,75205
69083,75206
69084,75207
69085,75208
69086,75209
69087,75210
69088,75211
69089,75212
69090,75213
69091,75214
69092,75215
69093,75216
69094,75217
69095,75218
69096,75219
69097,75220
69098,75221
69099,75222
69100,75223
69101,75224
69102,75225
69103,75227
69104,75228
69105,75229
69106,75230
69107,75231
69108,75232
69109,75233
69110,75234
69111,75235
69112,75236
69113,75237
69114,75238
69115,75239
69116,75240
69117,75241
69118,75242
69119,75243
69120,75244
69121,75245
69122,75246
69123,75247
69124,75248
69125,75249
69126,75250
69127,75251
69128,75253
69129,75254
69130,75255
69131,75256
69132,75258
69133,75259
69134,75260
69135,75261
69136,75262
69137,75263
69138,75264
69139,75265
69140,75266
69141,75267
69142,75268
69143,75269
69144,75270
69145,75271
69146,75272
69147,75274
69148,75275
69149,75276
69150,75278
69151,75279
69152,75280
69153,75281
69154,75282
69155,75284
69156,75285
69157,75286
69158,75287
69159,75288
69160,75289
69161,75290
69162,75291
69163,75292
69164,75293
69165,75294
69166,75295
69167,75296
69168,75297
69169,75298
69170,75299
69171,75300
69172,75301
69173,75302
69174,75303
69175,75304
69176,75305
69177,75306
69178,75308
69179,75309
69180,75310
69181,75311
69182,75312
69183,75313
69184,75314
69185,75315
69186,75316
69187,75317
69188,75318
69189,75319
69190,75320
69191,75321
69192,75323
69193,75324
69194,75325
69195,75326
69196,75327
69197,75328
69198,75329
69199,75330
69200,75331
69201,75332
69202,75333
69203,75334
69204,75335
69205,75336
69206,75337
69207,75338
69208,75339
69209,75340
69210,75341
69211,75345
69212,75346
69213,75347
69214,75348
69215,75349
69216,75350
69217,75351
69218,75352
69219,75353
69220,75354
69221,75355
69222,75356
69223,75357
69224,75358
69225,75359
69226,75360
69227,75361
69228,75362
69229,75363
69230,75364
69231,75365
69232,75366
69233,75367
69234,75368
69235,75369
69236,75370
69237,75371
69238,75372
69239,75373
69240,75374
69241,75375
69242,75376
69243,75377
69244,75378
69245,75379
69246,75380
69247,75381
69248,75382
69249,75383
69250,75384
69251,75385
69252,75387
69253,75388
69254,75389
69255,75390
69256,75391
69257,75392
69258,75393
69259,75394
69260,75395
69261,75396
69262,75397
69263,75398
69264,75399
69265,75400
69266,75401
69267,75403
69268,75404
69269,75405
69270,75406
69271,75407
69272,75408
69273,75409
69274,75410
69275,75411
69276,75412
69277,75413
69278,75414
69279,75415
69280,75416
69281,75417
69282,75418
69283,75419
69284,75420
69285,75421
69286,75422
69287,75423
69288,75424
69289,75425
69290,75426
69291,75427
69292,75429
69293,75430
69294,75431
69295,75432
69296,75433
69297,75434
69298,75435
69299,75436
69300,75437
69301,75438
69302,75439
69303,75440
69304,75442
69305,75443
69306,75444
69307,75445
69308,75446
69309,75447
69310,75448
69311,75449
69312,75450
69313,75451
69314,75452
69315,75453
69316,75454
69317,75455
69318,75456
69319,75457
69320,75458
69321,75459
69322,75460
69323,75462
69324,75463
69325,75464
69326,75465
69327,75466
69328,75467
69329,75468
69330,75469
69331,75470
69332,75471
69333,75472
69334,75473
69335,75475
69336,75476
69337,75477
69338,75478
69339,75479
69340,75480
69341,75481
69342,75482
69343,75483
69344,75484
69345,75486
69346,75487
69347,75488
69348,75489
69349,75490
69350,75491
69351,75492
69352,75493
69353,75494
69354,75495
69355,75496
69356,75497
69357,75498
69358,75499
69359,75500
69360,75501
69361,75502
69362,75503
69363,75504
69364,75505
69365,75506
69366,75507
69367,75510
69368,75511
69369,75512
69370,75513
69371,75514
69372,75515
69373,75516
69374,75517
69375,75518
69376,75519
69377,75520
69378,75521
69379,75522
69380,75523
69381,75524
69382,75525
69383,75526
69384,75527
69385,75528
69386,75529
69387,75530
69388,75531
69389,75532
69390,75533
69391,75534
69392,75535
69393,75536
69394,75537
69395,75538
69396,75539
69397,75540
69398,75541
69399,75542
69400,75544
69401,75545
69402,75546
69403,75548
69404,75549
69405,75550
69406,75551
69407,75552
69408,75553
69409,75554
69410,75555
